7.283916324377059937e-02,-2.962850220501422882e-02,4.782902002334594727e-01,2.769917994737625122e-02,2.936506643891334534e-03,-1.435949932783842087e-02,-1.092687225341796875e+01,-6.709712505340576172e+00,5.495455265045166016e-01
7.283916324377059937e-02,-2.962850220501422882e-02,4.782902002334594727e-01,2.769917994737625122e-02,2.936506643891334534e-03,-1.435949932783842087e-02,-1.092687225341796875e+01,-6.709712505340576172e+00,5.495455265045166016e-01
7.283916324377059937e-02,-2.962850220501422882e-02,4.782902002334594727e-01,2.769917994737625122e-02,2.936506643891334534e-03,-1.435949932783842087e-02,-1.092687225341796875e+01,-6.709712505340576172e+00,5.495455265045166016e-01
4.604922980070114136e-02,-1.951990090310573578e-02,3.218464553356170654e-01,1.299125701189041138e-02,5.248969420790672302e-03,-1.260961499065160751e-02,-1.081159472465515137e+00,-9.579629898071289062e+00,5.132746100425720215e-01
4.604922980070114136e-02,-1.951990090310573578e-02,3.218464553356170654e-01,1.299125701189041138e-02,5.248969420790672302e-03,-1.260961499065160751e-02,-1.081159472465515137e+00,-9.579629898071289062e+00,5.132746100425720215e-01
4.604922980070114136e-02,-1.951990090310573578e-02,3.218464553356170654e-01,1.299125701189041138e-02,5.248969420790672302e-03,-1.260961499065160751e-02,-1.081159472465515137e+00,-9.579629898071289062e+00,5.132746100425720215e-01
3.517156466841697693e-02,-1.395952515304088593e-02,2.783356606960296631e-01,5.025821737945079803e-04,4.831030964851379395e-03,-8.825409226119518280e-03,4.629715442657470703e+00,-1.394107151031494141e+01,4.894468784332275391e-01
3.517156466841697693e-02,-1.395952515304088593e-02,2.783356606960296631e-01,5.025821737945079803e-04,4.831030964851379395e-03,-8.825409226119518280e-03,4.629715442657470703e+00,-1.394107151031494141e+01,4.894468784332275391e-01
3.517156466841697693e-02,-1.395952515304088593e-02,2.783356606960296631e-01,5.025821737945079803e-04,4.831030964851379395e-03,-8.825409226119518280e-03,4.629715442657470703e+00,-1.394107151031494141e+01,4.894468784332275391e-01
5.090860277414321899e-02,-5.815597251057624817e-03,2.632583677768707275e-01,2.571716904640197754e-02,-2.136658877134323120e-04,-6.777448579668998718e-04,2.019885253906250000e+01,3.790268898010253906e+00,5.696388483047485352e-01
5.090860277414321899e-02,-5.815597251057624817e-03,2.632583677768707275e-01,2.571716904640197754e-02,-2.136658877134323120e-04,-6.777448579668998718e-04,2.019885253906250000e+01,3.790268898010253906e+00,5.696388483047485352e-01
5.090860277414321899e-02,-5.815597251057624817e-03,2.632583677768707275e-01,2.571716904640197754e-02,-2.136658877134323120e-04,-6.777448579668998718e-04,2.019885253906250000e+01,3.790268898010253906e+00,5.696388483047485352e-01
3.677716106176376343e-02,-9.934218600392341614e-03,2.884877026081085205e-01,-6.449927110224962234e-03,5.246425047516822815e-03,-2.260352484881877899e-03,1.235960960388183594e+01,-1.518511962890625000e+01,5.003767013549804688e-01
3.677716106176376343e-02,-9.934218600392341614e-03,2.884877026081085205e-01,-6.449927110224962234e-03,5.246425047516822815e-03,-2.260352484881877899e-03,1.235960960388183594e+01,-1.518511962890625000e+01,5.003767013549804688e-01
3.677716106176376343e-02,-9.934218600392341614e-03,2.884877026081085205e-01,-6.449927110224962234e-03,5.246425047516822815e-03,-2.260352484881877899e-03,1.235960960388183594e+01,-1.518511962890625000e+01,5.003767013549804688e-01
